Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,Time,Cancel,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17017.5,0,Sell Market Entry C,BlackBird,,12/22/2023 9:32:47 AM,,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17017.5,0,Sell Market Entry B,BlackBird,,12/22/2023 9:32:47 AM,,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17017.5,0,Sell Market Entry A,BlackBird,,12/22/2023 9:32:47 AM,,
MNQ MAR24,Buy to cover,Limit,1,17014.75,17014.75,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,d3733eee-7f70-4f5f-a299-ad58ef67e3ae367367291,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Limit,1,17016.50,17016.50,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,bfc81a89-7aa2-44a2-a170-f1074f66e61c110059079,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Limit,1,17015.25,17015.25,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,336d7ab2-26ee-493e-975d-68ac2b7e0efd125172844,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.75,17017.75,Filled,1,17019.5,0,Stop Loss Keltner channel A,BlackBird,bfc81a89-7aa2-44a2-a170-f1074f66e61c110059079,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.75,17019.00,Filled,1,17019.5,0,Stop Loss Keltner channel C,BlackBird,d3733eee-7f70-4f5f-a299-ad58ef67e3ae367367291,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.75,17019.00,Filled,1,17019.5,0,Stop Loss Keltner channel B,BlackBird,336d7ab2-26ee-493e-975d-68ac2b7e0efd125172844,12/22/2023 9:32:05 AM,,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17016.5,0,Sell Market Entry C,BlackBird,,12/22/2023 9:32:05 AM,,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17016.5,0,Sell Market Entry B,BlackBird,,12/22/2023 9:32:05 AM,,
MNQ MAR24,Sell short,Market,1,17017.00,17017.00,Filled,1,17017,0,Sell Market Entry A,BlackBird,,12/22/2023 9:32:05 AM,,
MNQ MAR24,Buy to cover,Limit,1,17015.75,17015.75,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,f0c33393-6bb6-45f7-b858-7efe566da5e01605127475,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Limit,1,17016.25,17016.25,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,2333b370-9b02-4e84-80bd-7d7227a6af59844085371,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.50,17017.50,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,022a1b82-23a1-4ea0-9634-fbdaf64ba5611149387886,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.50,17017.50,Filled,1,17017.5,0,Stop Loss Keltner channel C,BlackBird,f0c33393-6bb6-45f7-b858-7efe566da5e01605127475,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17017.50,17017.50,Filled,1,17017.5,0,Stop Loss Keltner channel B,BlackBird,2333b370-9b02-4e84-80bd-7d7227a6af59844085371,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Limit,1,17016.50,17016.50,Filled,1,17016.5,0,K.Chan Offset 1 A,BlackBird,022a1b82-23a1-4ea0-9634-fbdaf64ba5611149387886,12/22/2023 9:31:45 AM,,
MNQ MAR24,Sell short,Market,1,17017.50,17017.50,Filled,1,17017.25,0,Sell Market Entry C,BlackBird,,12/22/2023 9:31:45 AM,,
MNQ MAR24,Sell short,Market,1,17017.50,17017.50,Filled,1,17017.25,0,Sell Market Entry B,BlackBird,,12/22/2023 9:31:45 AM,,
MNQ MAR24,Sell short,Market,1,17017.50,17017.50,Filled,1,17017.25,0,Sell Market Entry A,BlackBird,,12/22/2023 9:31:45 AM,,
MNQ MAR24,Buy to cover,Limit,1,17001.75,17001.75,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,18f719d4-b3d9-4592-8c9a-44060e1fb417393982824,12/22/2023 9:30:41 AM,,
MNQ MAR24,Buy to cover,Limit,1,17002.25,17002.25,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,eac123a9-61b2-4fe9-b7b3-17c8d872d24966730870,12/22/2023 9:30:41 AM,,
MNQ MAR24,Buy to cover,Limit,1,17002.75,17002.75,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,40d1918a-4c81-4445-b97c-528a579af4281867508373,12/22/2023 9:30:41 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17004.75,17004.75,Filled,1,17005,0,Stop Loss Keltner channel C,BlackBird,18f719d4-b3d9-4592-8c9a-44060e1fb417393982824,12/22/2023 9:30:41 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17004.75,17004.75,Filled,1,17005,0,Stop Loss Keltner channel B,BlackBird,eac123a9-61b2-4fe9-b7b3-17c8d872d24966730870,12/22/2023 9:30:41 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,17004.75,17004.75,Filled,1,17004.75,0,Stop Loss Keltner channel A,BlackBird,40d1918a-4c81-4445-b97c-528a579af4281867508373,12/22/2023 9:30:40 AM,,
MNQ MAR24,Sell short,Market,1,17004.00,17004.00,Filled,1,17004,0,Sell Market Entry C,BlackBird,,12/22/2023 9:30:40 AM,,
MNQ MAR24,Sell short,Market,1,17004.00,17004.00,Filled,1,17003.75,0,Sell Market Entry B,BlackBird,,12/22/2023 9:30:40 AM,,
MNQ MAR24,Sell short,Market,1,17004.00,17004.00,Filled,1,17003.75,0,Sell Market Entry A,BlackBird,,12/22/2023 9:30:40 AM,,
MNQ MAR24,Buy to cover,Limit,1,16992.00,16992.00,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,7e571e95-10d1-43d5-9430-594d90ccd0831559939873,12/22/2023 8:52:59 AM,,
MNQ MAR24,Buy to cover,Limit,1,16992.50,16992.50,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,aa30807e-7448-49df-82c0-49efe77002d3130496111,12/22/2023 8:52:59 AM,,
MNQ MAR24,Buy to cover,Limit,1,16993.00,16993.00,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,cee19a7d-f9ce-43b3-a0dd-f7bee18959cb1868741123,12/22/2023 8:52:59 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16994.00,16996.00,Filled,1,16996,0,Stop Loss Keltner channel C,BlackBird,7e571e95-10d1-43d5-9430-594d90ccd0831559939873,12/22/2023 8:52:59 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16994.00,16996.00,Filled,1,16996,0,Stop Loss Keltner channel B,BlackBird,aa30807e-7448-49df-82c0-49efe77002d3130496111,12/22/2023 8:52:59 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16994.00,16996.00,Filled,1,16996,0,Stop Loss Keltner channel A,BlackBird,cee19a7d-f9ce-43b3-a0dd-f7bee18959cb1868741123,12/22/2023 8:52:59 AM,,
MNQ MAR24,Sell short,Market,1,16993.50,16993.50,Filled,1,16993.5,0,Sell Market Entry C,BlackBird,,12/22/2023 8:52:51 AM,,
MNQ MAR24,Sell short,Market,1,16993.50,16993.50,Filled,1,16993.5,0,Sell Market Entry B,BlackBird,,12/22/2023 8:52:51 AM,,
MNQ MAR24,Sell short,Market,1,16993.50,16993.50,Filled,1,16993.5,0,Sell Market Entry A,BlackBird,,12/22/2023 8:52:51 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.25,16949.25,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,bbde2084-eaa2-4f12-9323-c0a2d8df9786428548012,12/22/2023 8:33:49 AM,,
MNQ MAR24,Buy to cover,Limit,1,16949.75,16949.75,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,8ee63f15-9eca-4660-8a92-c1bcd6560fda1401144393,12/22/2023 8:33:49 AM,,
MNQ MAR24,Buy to cover,Limit,1,16950.25,16950.25,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,dfe547cb-da14-4690-8fc7-62e235ac0dcf2139710912,12/22/2023 8:33:49 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.00,16952.00,Filled,1,16952.25,0,Stop Loss Keltner channel C,BlackBird,bbde2084-eaa2-4f12-9323-c0a2d8df9786428548012,12/22/2023 8:33:49 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.00,16952.00,Filled,1,16952.25,0,Stop Loss Keltner channel B,BlackBird,8ee63f15-9eca-4660-8a92-c1bcd6560fda1401144393,12/22/2023 8:33:49 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16951.00,16952.00,Filled,1,16952.25,0,Stop Loss Keltner channel A,BlackBird,dfe547cb-da14-4690-8fc7-62e235ac0dcf2139710912,12/22/2023 8:33:49 AM,,
MNQ MAR24,Sell short,Market,1,16950.00,16950.00,Filled,1,16951.25,0,Sell Market Entry C,BlackBird,,12/22/2023 8:33:48 AM,,
MNQ MAR24,Sell short,Market,1,16950.00,16950.00,Filled,1,16950.75,0,Sell Market Entry B,BlackBird,,12/22/2023 8:33:48 AM,,
MNQ MAR24,Sell short,Market,1,16950.00,16950.00,Filled,1,16951,0,Sell Market Entry A,BlackBird,,12/22/2023 8:33:48 AM,,
MNQ MAR24,Buy to cover,Limit,1,16945.00,16945.00,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,247b941f-b791-4505-834e-4e371b8034d3381507417,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16945.75,16945.75,Filled,1,16946.75,0,Stop Loss Keltner channel C,BlackBird,247b941f-b791-4505-834e-4e371b8034d3381507417,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16946.50,16946.50,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,40d0ff81-fd9c-45c8-a2dd-621841e4e420302845533,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16947.25,16947.25,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,479a45dd-7942-4496-8e6f-39cb0c5d1438522053919,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Limit,1,16945.75,16946.75,Filled,1,16945.75,0,K.Chan Offset 2 B,BlackBird,40d0ff81-fd9c-45c8-a2dd-621841e4e420302845533,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Limit,1,16945.75,16947.25,Filled,1,16945.75,0,K.Chan Offset 1 A,BlackBird,479a45dd-7942-4496-8e6f-39cb0c5d1438522053919,12/22/2023 8:33:43 AM,,
MNQ MAR24,Sell short,Market,1,16946.50,16946.50,Filled,1,16946.25,0,Sell Market Entry C,BlackBird,,12/22/2023 8:33:43 AM,,
MNQ MAR24,Sell short,Market,1,16946.50,16946.50,Filled,1,16946.25,0,Sell Market Entry B,BlackBird,,12/22/2023 8:33:43 AM,,
MNQ MAR24,Sell short,Market,1,16946.50,16946.50,Filled,1,16946.25,0,Sell Market Entry A,BlackBird,,12/22/2023 8:33:43 AM,,
MNQ MAR24,Buy to cover,Limit,1,16937.25,16937.25,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,3533f3fc-c8f0-4003-a0b7-96c137e1b4422052858625,12/22/2023 8:33:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16937.75,16937.75,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,aec6e755-650d-455d-8391-04f11193773d302218057,12/22/2023 8:33:07 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16939.00,16939.00,Filled,1,16939.25,0,Stop Loss Keltner channel C,BlackBird,3533f3fc-c8f0-4003-a0b7-96c137e1b4422052858625,12/22/2023 8:33:07 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16939.00,16939.00,Filled,1,16939.25,0,Stop Loss Keltner channel B,BlackBird,aec6e755-650d-455d-8391-04f11193773d302218057,12/22/2023 8:33:07 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16939.00,16939.00,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,9eec3055-9a95-4b44-acec-205a45de5f9c302762117,12/22/2023 8:33:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16938.00,16938.00,Filled,1,16938,0,K.Chan Offset 1 A,BlackBird,9eec3055-9a95-4b44-acec-205a45de5f9c302762117,12/22/2023 8:33:06 AM,,
MNQ MAR24,Sell short,Market,1,16939.00,16939.00,Filled,1,16938.75,0,Sell Market Entry C,BlackBird,,12/22/2023 8:33:06 AM,,
MNQ MAR24,Sell short,Market,1,16939.00,16939.00,Filled,1,16938.75,0,Sell Market Entry B,BlackBird,,12/22/2023 8:33:06 AM,,
MNQ MAR24,Sell short,Market,1,16939.00,16939.00,Filled,1,16939,0,Sell Market Entry A,BlackBird,,12/22/2023 8:33:06 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16965.75,16965.75,Cancelled,0,0,1,Stop Loss Keltner channel C,BlackBird,e650ae0e-ba48-4b3c-9481-97289529d216703946853,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16971.75,16971.75,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,406342e6-051a-47e1-99e0-7a7c8531de4c1334184914,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16971.50,16971.75,Filled,1,16964,0,K.Chan Offset 3 C,BlackBird,e650ae0e-ba48-4b3c-9481-97289529d216703946853,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16973.25,16973.25,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,f7f358ec-a2da-449f-a188-763dafa53a4a216807830,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16972.00,16972.25,Filled,1,16965.5,0,K.Chan Offset 2 B,BlackBird,406342e6-051a-47e1-99e0-7a7c8531de4c1334184914,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16972.75,16972.75,Filled,1,16967,0,K.Chan Offset 1 A,BlackBird,f7f358ec-a2da-449f-a188-763dafa53a4a216807830,12/22/2023 8:30:07 AM,,
MNQ MAR24,Sell short,Market,1,16971.50,16971.50,Filled,1,16972,0,Sell Market Entry C,BlackBird,,12/22/2023 8:30:07 AM,,
MNQ MAR24,Sell short,Market,1,16971.50,16971.50,Filled,1,16972.5,0,Sell Market Entry B,BlackBird,,12/22/2023 8:30:07 AM,,
MNQ MAR24,Sell short,Market,1,16971.50,16971.50,Filled,1,16973.25,0,Sell Market Entry A,BlackBird,,12/22/2023 8:30:07 AM,,
MNQ MAR24,Buy to cover,Limit,1,16954.25,16954.25,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,ca305ff5-5f19-4184-a3e0-6789c873172a469576758,12/22/2023 8:05:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16955.75,16955.75,Filled,1,16955.75,0,Stop Loss Keltner channel C,BlackBird,ca305ff5-5f19-4184-a3e0-6789c873172a469576758,12/22/2023 8:05:13 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16955.75,16955.75,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,f1a19c3a-42d1-4512-b6b9-d36e507cd3a01327226367,12/22/2023 8:05:12 AM,,
MNQ MAR24,Buy to cover,Limit,1,16954.75,16954.75,Filled,1,16954.75,0,K.Chan Offset 2 B,BlackBird,f1a19c3a-42d1-4512-b6b9-d36e507cd3a01327226367,12/22/2023 8:05:11 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16955.75,16955.75,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,549378a9-0df3-457e-8dcd-2c212d89276e984427937,12/22/2023 8:05:10 AM,,
MNQ MAR24,Buy to cover,Limit,1,16955.25,16955.25,Filled,1,16955.25,0,K.Chan Offset 1 A,BlackBird,549378a9-0df3-457e-8dcd-2c212d89276e984427937,12/22/2023 8:05:10 AM,,
MNQ MAR24,Sell short,Market,1,16956.00,16956.00,Filled,1,16956,0,Sell Market Entry C,BlackBird,,12/22/2023 8:05:03 AM,,
MNQ MAR24,Sell short,Market,1,16956.00,16956.00,Filled,1,16956.25,0,Sell Market Entry B,BlackBird,,12/22/2023 8:05:03 AM,,
MNQ MAR24,Sell short,Market,1,16956.00,16956.00,Filled,1,16956.25,0,Sell Market Entry A,BlackBird,,12/22/2023 8:05:03 AM,,
MNQ MAR24,Buy to cover,Limit,1,16929.00,16929.00,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,c7fc2a75-dbeb-47bd-8160-682b7bbec01f2083917463,12/22/2023 5:56:08 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16930.50,16930.50,Filled,1,16930.5,0,Stop Loss Keltner channel C,BlackBird,c7fc2a75-dbeb-47bd-8160-682b7bbec01f2083917463,12/22/2023 5:56:08 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16930.50,16930.50,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,805befbd-9c92-4d69-aa12-752c16fe6ccd1408159982,12/22/2023 5:55:22 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16930.50,16930.50,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,6b34e87a-6e7b-4db1-9d10-6485a4796d8c2003120192,12/22/2023 5:55:22 AM,,
MNQ MAR24,Buy to cover,Limit,1,16929.50,16929.50,Filled,1,16929.5,0,K.Chan Offset 1 A,BlackBird,805befbd-9c92-4d69-aa12-752c16fe6ccd1408159982,12/22/2023 5:55:22 AM,,
MNQ MAR24,Buy to cover,Limit,1,16929.50,16929.50,Filled,1,16929.5,0,K.Chan Offset 2 B,BlackBird,6b34e87a-6e7b-4db1-9d10-6485a4796d8c2003120192,12/22/2023 5:55:22 AM,,
MNQ MAR24,Sell short,Market,1,16930.00,16930.00,Filled,1,16930,0,Sell Market Entry C,BlackBird,,12/22/2023 5:54:58 AM,,
MNQ MAR24,Sell short,Market,1,16930.00,16930.00,Filled,1,16930,0,Sell Market Entry B,BlackBird,,12/22/2023 5:54:58 AM,,
MNQ MAR24,Sell short,Market,1,16930.00,16930.00,Filled,1,16930,0,Sell Market Entry A,BlackBird,,12/22/2023 5:54:58 AM,,
MNQ MAR24,Sell,Stop Market,1,16901.00,16901.00,Cancelled,0,0,1,Stop Loss Keltner channel C,BlackBird,41b95765-0302-4f16-b210-db572daa71b0159995829,12/22/2023 4:05:54 AM,,
MNQ MAR24,Sell,Limit,1,16902.50,16902.50,Filled,1,16902.5,0,K.Chan Offset 3 C,BlackBird,41b95765-0302-4f16-b210-db572daa71b0159995829,12/22/2023 4:05:54 AM,,
MNQ MAR24,Sell,Stop Market,1,16901.00,16901.00,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,2876f2e3-a24a-4de9-a77f-3f5c2100c866623978307,12/22/2023 4:05:53 AM,,
MNQ MAR24,Sell,Limit,1,16902.00,16902.00,Filled,1,16902,0,K.Chan Offset 2 B,BlackBird,2876f2e3-a24a-4de9-a77f-3f5c2100c866623978307,12/22/2023 4:05:53 AM,,
MNQ MAR24,Sell,Stop Market,1,16900.50,16900.50,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,21d835db-69c8-4aa1-8093-08b59fee5564996557601,12/22/2023 4:05:48 AM,,
MNQ MAR24,Sell,Limit,1,16901.50,16901.50,Filled,1,16901.5,0,K.Chan Offset 1 A,BlackBird,21d835db-69c8-4aa1-8093-08b59fee5564996557601,12/22/2023 4:05:48 AM,,
MNQ MAR24,Buy,Market,1,16900.50,16900.50,Filled,1,16900.75,0,Buy Market Entry C,BlackBird,,12/22/2023 4:05:47 AM,,
MNQ MAR24,Buy,Market,1,16900.50,16900.50,Filled,1,16900.5,0,Buy Market Entry B,BlackBird,,12/22/2023 4:05:47 AM,,
MNQ MAR24,Buy,Market,1,16900.50,16900.50,Filled,1,16900.5,0,Buy Market Entry A,BlackBird,,12/22/2023 4:05:47 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16906.75,16906.75,Cancelled,0,0,1,Stop Loss Keltner channel C,BlackBird,e8117001-fd1b-4451-bc02-eb04e09c58e0678131142,12/22/2023 2:05:00 AM,,
MNQ MAR24,Buy to cover,Limit,1,16905.50,16905.50,Filled,1,16905.5,0,K.Chan Offset 3 C,BlackBird,e8117001-fd1b-4451-bc02-eb04e09c58e0678131142,12/22/2023 2:04:59 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16907.00,16907.00,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,fb0bc3f9-7739-4f39-a681-96d0b885e943830311210,12/22/2023 2:04:59 AM,,
MNQ MAR24,Buy to cover,Limit,1,16906.00,16906.00,Filled,1,16906,0,K.Chan Offset 2 B,BlackBird,fb0bc3f9-7739-4f39-a681-96d0b885e943830311210,12/22/2023 2:04:59 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16907.00,16907.00,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,9201f2e8-fcb5-47f8-b073-5f4fd4ff7bd31336589881,12/22/2023 2:04:59 AM,,
MNQ MAR24,Buy to cover,Limit,1,16906.50,16906.50,Filled,1,16906.25,0,K.Chan Offset 1 A,BlackBird,9201f2e8-fcb5-47f8-b073-5f4fd4ff7bd31336589881,12/22/2023 2:04:59 AM,,
MNQ MAR24,Sell short,Market,1,16907.50,16907.50,Filled,1,16907,0,Sell Market Entry C,BlackBird,,12/22/2023 2:04:58 AM,,
MNQ MAR24,Sell short,Market,1,16907.50,16907.50,Filled,1,16907,0,Sell Market Entry B,BlackBird,,12/22/2023 2:04:58 AM,,
MNQ MAR24,Sell short,Market,1,16907.50,16907.50,Filled,1,16907,0,Sell Market Entry A,BlackBird,,12/22/2023 2:04:58 AM,,
MNQ MAR24,Buy to cover,Limit,1,16910.75,16910.75,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,b930d3f9-d10d-48ce-aeba-af5bfc42bec11814450738,12/21/2023 8:49:29 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16912.00,16912.00,Filled,1,16912.25,0,Stop Loss Keltner channel C,BlackBird,b930d3f9-d10d-48ce-aeba-af5bfc42bec11814450738,12/21/2023 8:49:29 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16912.00,16912.00,Cancelled,0,0,1,Stop Loss Keltner channel B,BlackBird,159fa670-8006-4da0-a672-3cc5f07bd947762293703,12/21/2023 8:49:15 PM,,
MNQ MAR24,Buy to cover,Limit,1,16911.00,16911.00,Filled,1,16911,0,K.Chan Offset 2 B,BlackBird,159fa670-8006-4da0-a672-3cc5f07bd947762293703,12/21/2023 8:49:15 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16912.50,16912.50,Cancelled,0,0,1,Stop Loss Keltner channel A,BlackBird,d2e9a696-4b27-4145-b980-5befb996eb0c1671717286,12/21/2023 8:49:14 PM,,
MNQ MAR24,Buy to cover,Limit,1,16911.50,16911.50,Filled,1,16911.5,0,K.Chan Offset 1 A,BlackBird,d2e9a696-4b27-4145-b980-5befb996eb0c1671717286,12/21/2023 8:49:14 PM,,
MNQ MAR24,Sell short,Market,1,16912.50,16912.50,Filled,1,16912.5,0,Sell Market Entry C,BlackBird,,12/21/2023 8:48:55 PM,,
MNQ MAR24,Sell short,Market,1,16912.50,16912.50,Filled,1,16912.5,0,Sell Market Entry B,BlackBird,,12/21/2023 8:48:55 PM,,
MNQ MAR24,Sell short,Market,1,16912.50,16912.50,Filled,1,16912.5,0,Sell Market Entry A,BlackBird,,12/21/2023 8:48:55 PM,,
MNQ MAR24,Buy to cover,Limit,1,16919.00,16919.00,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,70492e3d-ec8e-4b2a-85eb-923c4ae1883f1716431027,12/21/2023 8:39:16 PM,,
MNQ MAR24,Buy to cover,Limit,1,16919.50,16919.50,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,ae4615ba-32f4-492a-b272-56f8785cc0a8711267205,12/21/2023 8:39:16 PM,,
MNQ MAR24,Buy to cover,Limit,1,16919.75,16919.75,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,bf4a8171-b381-486c-9a9d-d8ee9f899940990486618,12/21/2023 8:39:16 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.00,16922.75,Filled,1,16922.75,0,Stop Loss Keltner channel C,BlackBird,70492e3d-ec8e-4b2a-85eb-923c4ae1883f1716431027,12/21/2023 8:39:16 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.00,16922.75,Filled,1,16922.75,0,Stop Loss Keltner channel B,BlackBird,ae4615ba-32f4-492a-b272-56f8785cc0a8711267205,12/21/2023 8:39:16 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16921.00,16922.75,Filled,1,16922.75,0,Stop Loss Keltner channel A,BlackBird,bf4a8171-b381-486c-9a9d-d8ee9f899940990486618,12/21/2023 8:39:16 PM,,
MNQ MAR24,Sell short,Market,1,16920.50,16920.50,Filled,1,16920.25,0,Sell Market Entry C,BlackBird,,12/21/2023 8:38:43 PM,,
MNQ MAR24,Sell short,Market,1,16920.50,16920.50,Filled,1,16920.25,0,Sell Market Entry B,BlackBird,,12/21/2023 8:38:43 PM,,
MNQ MAR24,Sell short,Market,1,16920.50,16920.50,Filled,1,16920.25,0,Sell Market Entry A,BlackBird,,12/21/2023 8:38:43 PM,,
MNQ MAR24,Sell,Limit,1,16922.50,16922.50,Cancelled,0,0,1,K.Chan Offset 3 C,BlackBird,5208028e-e341-4b27-ae09-5b8806fc3cbc778228478,12/21/2023 8:36:09 PM,,
MNQ MAR24,Sell,Limit,1,16922.00,16922.00,Cancelled,0,0,1,K.Chan Offset 2 B,BlackBird,3bc0b9f4-33a5-4747-b3e0-b2f4f81ea061453174802,12/21/2023 8:36:09 PM,,
MNQ MAR24,Sell,Limit,1,16921.50,16921.50,Cancelled,0,0,1,K.Chan Offset 1 A,BlackBird,0b9462f4-b514-4e0c-b651-c0e7eba541b61974662790,12/21/2023 8:36:09 PM,,
MNQ MAR24,Sell,Stop Market,1,16919.50,16919.50,Filled,1,16919.25,0,Stop Loss Keltner channel C,BlackBird,5208028e-e341-4b27-ae09-5b8806fc3cbc778228478,12/21/2023 8:36:09 PM,,
MNQ MAR24,Sell,Stop Market,1,16919.50,16919.50,Filled,1,16919.25,0,Stop Loss Keltner channel B,BlackBird,3bc0b9f4-33a5-4747-b3e0-b2f4f81ea061453174802,12/21/2023 8:36:09 PM,,
MNQ MAR24,Sell,Stop Market,1,16919.50,16919.50,Filled,1,16919.25,0,Stop Loss Keltner channel A,BlackBird,0b9462f4-b514-4e0c-b651-c0e7eba541b61974662790,12/21/2023 8:36:09 PM,,
MNQ MAR24,Buy,Market,1,16920.50,16920.50,Filled,1,16920,0,Buy Market Entry C,BlackBird,,12/21/2023 8:36:01 PM,,
MNQ MAR24,Buy,Market,1,16920.50,16920.50,Filled,1,16920,0,Buy Market Entry B,BlackBird,,12/21/2023 8:36:01 PM,,
MNQ MAR24,Buy,Market,1,16920.50,16920.50,Filled,1,16920.25,0,Buy Market Entry A,BlackBird,,12/21/2023 8:36:01 PM,,
MNQ MAR24,Buy to cover,Stop Market,1,16925.75,16925.75,Cancelled,0,0,1,Stop Loss Keltner channel C,BlackBird,5b481ccf-caed-4255-be5e-0f9b77ba13ef1514366607,12/21/2023 8:19:27 PM,,
